Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Debut,Age,Seasons,NHLid,CorsicaID,H-Ref Name,Last Name,First Name,Position,Team,GP,G,A,A1,PTS,Rnk,Gap,PTS/GP,PAX,GC,+/-,E+/-,PIM,Shifts,TOI,TOI,TOI,TOI,TOI/GP,TOI%,IPP%,iCF,iCF,iCF,iFF,iFF,iSF,iSCF,iHDCF,iRush,iReb,iDS,ixG,sDist,Pass,TOff,TOff/60,OZS,NZS,DZS,ZS%,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,FO%,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,Hat,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPENT2,iPENT5,iPEND,iPEND2,iPEND5,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,GF,GA,SH%,SV%,PDO,CF,CA,FF,FA,SF,SA,GF,GA,SCF,SCA,HDCF,HDCA,HDGF,HDGA,PENT,PEND,OPS,DPS,PS,GS,GS/G,Star,OWAR,DWAR,WAR,SOS,SOG,SOGDG,Grit,DAP,Pres,CPP,CPP,Pace,MGL,Injuries,CHIP,NMC,Status,Salary,Cap Hit,GP,G,A,PTS,+/-,PIM,Shot,TOI,OPS,DPS,PS,
1989-02-22,Red Deer,AB,CAN,CAN,75,195,2007,7,205,R,2010,28,8,8474074,PAUL.POSTMA,Paul Postma,Postma,Paul,D,BOS,14,0,1,1,1,31,84,0.07,-1.5,0.3,-2,0.7,2,209,8590,143.2,143.17,143,10.23,17.46,25.00%,33,33,33,23,23,14,12,2,2,1,3,0.88,46.7143,33,66,27.7,59,39,42,58.40%,13,13,9,4,9,4,1,10,8.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,4,3,0,0,7,1,0,1,1,0,0,0,0,-1,-0.3,1,0,0,0,0,153,136,113,103,87,71,6.46,6.56,4,6,4.60%,0.915,0.961,152,136,112,103,87,71,4,6,76,70,29,32,2,4,10,4,-0.1,0.1,0.1,1.9,0.13,0.0092,0,-0.13,-0.13,,,,25,14,0.00%,0.8,0.9,121.1,,,,,UFA,"$725,000","$725,000",205,10,25,35,-5,51,183,2609,1.8,4.3,6.1,0.8
1996-02-17,Umea,,SWE,SWE,70,170,2017,5,139,L,2017,21,1,8480222,5EBASTIAN.AHO,Sebastian Aho,Aho,Sebastian,D,NYI,22,1,3,1,4,23,81,0.18,0,26.3,-5,-4.1,6,434,21444,357.4,357.4,357,16.25,27.12,22.20%,54,50,54,33,33,24,17,1,0,2,2,0.89,49.0417,19.5,73.5,12.3,80,113,99,44.70%,10,10,25,-15,9,12,3,14,4.90%,0,1,0.00%,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,4,5,0,0,15,3,4,3,3,0,4,4,0,1,3.6,3,0,0,0,0,326,340,244,274,182,205,13.62,17.74,18,20,9.90%,0.902,1.001,326,339,244,273,182,204,17,20,181,182,58,90,7,12,21,19,0.1,0.2,0.3,2.8,0.13,0.4247,-0.09,-0.09,-0.18,,,,30,4.3,17.00%,3.4,4.7,111.8,,,,,RFA,"$742,500","$770,000",22,1,3,4,-5,6,24,357,0.1,0.2,0.3,3.4
1996-05-04,Kamloops,BC,CAN,CAN,68,180,,,,L,2017,21,1,8478176,JOE.HICKETTS,Joe Hicketts,Hicketts,Joe,D,DET,5,0,3,1,3,23,60,0.6,0,0.9,5,0.3,2,112,5204,86.7,86.73,87,17.35,28.75,42.90%,15,15,15,7,7,2,1,0,1,0,1,0.19,40.5,10.5,25.5,17.6,32,20,23,58.20%,9,9,9,0,5,5,1,12,17.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,1,1,0,3,3,0,2,1.4,1,0,0,0,0,83,80,60,55,45,42,3.78,3.23,7,1,15.60%,0.976,1.132,84,80,61,55,46,42,7,1,35,35,14,12,3,1,5,7,0.2,0.6,0.8,3.2,0.63,0.1352,0.12,-0.01,0.11,,,,23,10,0.00%,2.8,3.3,112.8,,,,,RFA,"$650,000","$635,000",5,0,3,3,5,2,2,87,0.2,0.6,0.8,2.8
1989-02-08,Mimico,ON,CAN,CAN,74,211,2007,1,27,L,2011,28,7,8474090,BRENDAN.SMITH,Brendan Smith,Smith,Brendan,D,NYR,44,1,7,4,8,21,45,0.18,-2.1,2.6,2,-2.6,69,1061,45322,755.4,756,755,17.17,28.77,23.50%,119,119,119,85,85,66,45,12,1,6,7,3.93,49.2121,58.5,177.5,14.1,216,235,222,49.30%,58,58,73,-15,19,46,23,37,5.70%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,15,1,0,20,12,0,0,33,26,19,26,24,2,20,18,2,-7,-4.9,22,3,0,0,1,640,791,504,614,372,450,33.53,44.13,34,46,9.10%,0.898,0.989,643,790,507,614,375,449,34,44,324,437,151,191,22,21,61,58,0,1.9,1.9,6.3,0.14,0.2478,0.25,-0.89,-0.64,,,,167,3.7,0.80%,1.1,7,113.6,,,,NMC,UFA,"$5,000,000","$4,350,000",353,17,62,79,4,379,434,6355,2.8,14.2,17,1.1
1990-05-24,Borlange,,SWE,SWE,76,215,2009,4,102,L,2011,27,7,8475218,MATTIAS.EKHOLM,Mattias Ekholm,Ekholm,Mattias,D,NSH,81,10,24,16,34,10,30,0.42,11.7,12.4,25,-0.3,46,2306,114586,1909.8,1909.78,1910,23.58,38.73,32.40%,286,286,286,194,194,135,90,13,5,15,20,6.83,55.4889,297.2,583.2,18.3,613,633,785,43.80%,75,74,97,-23,59,70,38,117,8.00%,0,1,0.00%,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,4,1,0,1,1,2,4,52,9,0,63,11,1,1,50,23,19,23,23,0,20,20,0,-4,3.5,23,0,0,0,0,1905,1762,1418,1339,1009,999,92.47,89.59,105,85,10.40%,0.915,1.019,1902,1765,1410,1342,1003,1002,105,84,875,863,328,354,53,42,156,149,2.2,5.5,7.8,52.9,0.65,3.3017,0.27,0.37,0.63,,,,238,4.9,4.00%,29.4,34.7,115.2,1,Illness,46,,UFA,"$3,500,000","$3,750,000",390,29,90,119,45,186,514,8097,6.3,20.2,26.4,29.4
1995-10-24,Sewell,NJ,USA,USA,71,181,2014,1,19,R,2016,22,2,8477950,TONY.DEANGELO,Anthony DeAngelo,DeAngelo,Tony,D,NYR,32,0,8,6,8,20,45,0.25,-3.5,2.4,-18,0.6,11,711,31794,529.9,530.53,530,16.56,27.75,36.40%,107,107,107,82,82,68,29,7,3,5,8,2.92,45.8235,112.3,219.3,24.8,204,157,94,68.50%,31,31,37,-6,14,29,6,42,10.00%,1,0,100.00%,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,0,15,12,1,1,38,4,3,4,3,1,4,3,1,-1,2.4,3,1,0,0,0,565,490,441,379,334,293,28.95,23.8,22,34,6.60%,0.884,0.95,568,488,444,377,339,291,22,33,280,251,139,100,12,14,38,31,0.2,-0.2,0,9.4,0.29,0.0561,-0.25,-0.15,-0.4,,,,85,12.3,0.00%,6.9,8.5,119.3,12,Ankle,185,NTC,RFA,"$832,500","$863,333",71,5,17,22,-31,48,128,1197,1.4,0.2,1.7,6.9
1991-06-03,Jyväskylä,,FIN,FIN,70,185,2009,4,106,R,2012,26,6,8475222,SAMI.VATANEN,Sami Vatanen,Vatanen,Sami,D,"ANA, NJD",72,4,28,14,32,0,0,0.44,-1.1,10.8,-7,-7.9,40,2001,96773,1612.9,1610.35,1613,22.4,36.89,39.50%,294,295,295,201,201,145,84,6,3,16,19,8.02,58.3931,229.6,523.6,19.5,600,563,585,50.60%,92,92,129,-37,56,52,18,105,8.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,2,53,1,0,64,34,1,0,45,20,14,20,20,0,14,14,0,-6,0.6,20,0,0,0,0,1517,1587,1153,1206,830,874,79.95,86.56,81,83,9.80%,0.905,1.003,1535,1584,1168,1203,842,871,82,83,731,818,309,296,48,43,102,104,1.8,3,4.8,26.8,0.37,2.6679,-0.52,-0.73,-1.25,,,,237,5.5,4.20%,28,32.1,115.7,4,Shoulder,195,,UFA,"$5,000,000","$4,875,000",337,36,118,154,21,148,603,7066,12.4,16.8,29.2,28
1988-06-04,Edmonton,AB,CAN,CAN,73,201,,,,R,2013,29,5,8476166,TAYLOR.FEDUN,Taylor Fedun,Fedun,Taylor,D,BUF,7,0,1,0,1,28,63,0.14,-1.5,0.3,-1,-1.9,2,150,6167,102.8,102.78,103,14.68,24.77,50.00%,20,20,20,9,9,8,3,1,0,2,2,0.12,58.25,0,20,11.7,29,32,19,60.40%,4,4,4,0,1,4,0,10,13.50%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,5,1,0,1,1,0,0,0,0,-1,-0.6,1,0,0,0,0,95,85,72,64,52,51,3.47,3.27,2,2,3.80%,0.961,0.999,94,85,71,64,52,51,2,2,40,41,16,17,2,0,5,7,0,0.2,0.2,1.9,0.26,0.0316,0.02,0.08,0.1,,,,16,4,0.00%,0.8,0.9,105.1,4,Lower body,195,,UFA,"$650,000","$650,000",46,2,13,15,2,22,50,650,1.1,1.8,2.8,0.8
1986-11-09,Orebro,,SWE,SWE,74,198,2007,7,194,L,2009,31,9,8474125,CARL.GUNNARSSON,Carl Gunnarsson,Gunnarsson,Carl,D,STL,63,5,4,1,9,18,61,0.14,-5.4,3.7,15,0.9,22,1424,61107,1018.5,1018.45,1018,16.17,27.21,23.70%,109,109,109,81,81,59,33,4,2,3,5,2.13,50.2203,21.3,130.3,7.7,269,369,424,38.80%,35,35,94,-59,22,22,7,102,12.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,4,0,0,2,20,1,0,13,5,0,0,40,11,8,10,10,0,8,8,0,-3,3.3,11,0,0,0,0,792,1000,619,690,441,496,33.24,37.16,38,33,8.60%,0.933,1.02,796,1001,624,691,445,497,38,33,387,443,133,143,18,20,64,70,0.2,3.5,3.7,11.5,0.18,1.4073,-0.09,0.52,0.44,,,,159,3.8,3.00%,6.8,9.7,105.6,5,"Knee, Upper body",230,,UFA,"$2,900,000","$2,900,000",556,25,97,122,41,151,475,10285,3.8,24.9,28.6,6.8
1988-09-23,Morges,,CHE,CHE,71,200,2007,3,73,R,2008,29,10,8474134,YANNICK.WEBER,Yannick Weber,Weber,Yannick,D,NSH,47,2,3,3,5,21,59,0.11,-5.6,1.9,2,-1.9,16,811,34002,566.7,566.7,567,12.06,20.41,33.30%,82,82,82,57,57,40,28,9,2,4,6,2.71,47.65,91,173,18.3,205,164,161,56.00%,47,47,64,-17,17,13,4,35,8.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,15,1,0,11,9,0,2,17,8,2,8,8,0,3,3,0,-6,-1.4,8,0,0,0,0,456,536,337,402,231,285,19.11,22.27,15,13,6.50%,0.954,1.019,463,536,346,402,238,285,15,13,228,257,86,105,10,7,46,36,0,1.2,1.3,4.1,0.09,0.054,0.01,-0.22,-0.21,,,,98,6.4,1.30%,3.4,4.7,105,4,Upper body,195,,UFA,"$650,000","$650,000",394,25,58,83,-31,163,526,5798,5,10.2,15.3,3.4
1987-11-15,Los Angeles,CA,USA,USA,74,210,,,,R,2013,30,5,8476191,KEVAN.MILLER,Kevan Miller,Miller,Kevan,D,BOS,68,1,15,7,16,14,69,0.24,2.2,4.9,16,8.3,70,1730,79392,1323.2,1323.2,1323,19.46,32.43,29.60%,163,163,163,102,102,64,39,6,5,11,16,2.72,50.3125,148.6,311.6,14.1,390,482,479,44.90%,164,163,201,-38,38,27,26,111,10.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5,31,0,0,26,7,0,0,31,20,11,21,18,3,14,11,3,-9,-0.8,14,4,0,1,1,1147,1245,891,912,651,645,53.66,54.02,54,53,8.30%,0.918,1.001,1141,1245,884,913,642,646,54,53,564,604,208,236,31,21,83,92,0.1,4,4.1,26,0.38,0.4612,0.15,0.4,0.55,,,,349,13.6,0.50%,9,15.8,108.5,4,Upper body,195,,UFA,"$2,500,000","$2,500,000",285,12,48,60,72,226,255,5269,1.4,16.7,18,9
1989-06-13,St. Paul,MN,USA,USA,73,215,2007,1,12,L,2010,28,8,8474151,RYAN.MCDONAGH,Ryan McDonagh,McDonagh,Ryan,D,"NYR, TBL",63,4,25,13,29,0,0,0.46,0.4,9.5,8,-4,20,1831,88179,1469.7,1469.65,1470,23.33,38.54,38.20%,201,201,201,132,132,99,89,15,4,9,13,5.93,48.1515,179.1,380.1,15.5,374,474,587,38.90%,71,71,66,5,33,60,44,163,12.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,3,28,1,1,25,15,2,0,55,10,10,10,10,0,10,10,0,0,6.7,10,0,0,0,0,1273,1518,972,1114,716,827,70.31,82.99,76,78,10.60%,0.906,1.012,1273,1521,971,1116,715,829,76,78,685,815,297,319,42,35,79,87,1.5,3.7,5.3,28.5,0.45,1.7151,0.23,0.01,0.24,,,,254,11.5,5.50%,27,30.3,113.9,10,Upper body,539,,UFA,"$5,100,000","$4,700,000",530,53,188,241,142,221,923,12453,17.6,37.1,54.7,27
1989-02-21,Woodstock,ON,CAN,CAN,75,213,2007,5,141,L,2010,28,7,8474162,JAKE.MUZZIN,Jake Muzzin,Muzzin,Jake,D,LAK,74,8,34,14,42,5,50,0.57,12.2,14,10,1.1,40,2032,96131,1602.2,1602.18,1602,21.65,35.85,53.20%,352,353,353,231,231,154,109,9,6,17,23,7.72,51.4286,212.1,564.1,21.1,575,478,517,52.70%,170,169,161,8,77,59,17,123,9.70%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,4,2,1,4,70,1,0,53,22,1,0,77,20,2,21,21,0,2,2,0,-18,-8.6,20,0,0,0,0,1659,1521,1243,1148,873,815,79.44,79.49,79,66,9.00%,0.919,1.01,1661,1522,1242,1148,873,816,78,66,825,774,286,309,37,44,87,79,3.1,4.8,7.9,48.3,0.65,2.894,0.39,-0.19,0.2,,,,333,9.4,3.90%,38,40.3,119.1,4,Upper body,195,,UFA,"$4,100,000","$4,000,000",446,47,145,192,14,265,974,9449,14.6,24.5,39,38
1987-07-26,Rochester Hills,MI,USA,USA,73,208,2007,4,95,L,2009,30,9,8474166,ALEC.MARTINEZ,Alec Martinez,Martinez,Alec,D,LAK,77,9,16,10,25,10,67,0.32,-2,9.2,3,-9,34,2182,105625,1760.4,1759.73,1760,22.86,37.76,32.10%,229,229,229,153,153,111,68,11,4,8,12,5.83,56.3153,168.6,397.6,13.6,591,477,581,50.40%,100,100,136,-36,42,81,11,206,13.50%,0,1,0.00%,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,5,1,0,0,2,0,1,4,37,3,0,39,9,1,0,59,17,3,17,17,0,3,3,0,-14,-4.9,17,0,0,0,0,1590,1827,1173,1325,833,937,78.15,89.99,78,76,9.40%,0.919,1.013,1600,1825,1182,1323,844,935,81,76,756,939,292,326,49,34,109,90,1.3,4.6,5.9,24.2,0.31,2.9407,-0.66,-0.38,-1.04,,,,340,6.5,4.20%,21.6,24,116.5,6,Lower body,293,NMC,UFA,"$4,000,000","$4,000,000",496,57,115,172,34,160,749,9419,13.6,26.8,40.5,21.6
1983-10-09,Toronto,ON,CAN,CAN,71,195,2002,2,43,L,2003,34,14,8470110,TREVOR.DALEY,Trevor Daley,Daley,Trevor,D,DET,77,9,7,3,16,15,47,0.21,-7.9,6.6,-5,-12.6,36,2215,95616,1593.6,1569.23,1594,20.7,34.13,23.50%,194,197,197,143,146,103,68,15,4,10,14,5.74,49.5825,28.5,222.5,8.5,461,558,812,36.20%,24,24,63,-39,43,50,11,125,8.60%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,0,1,2,2,0,3,0,1,5,37,11,1,32,15,4,0,40,18,6,18,18,0,6,6,0,-12,-1,18,0,0,0,0,1288,1768,1004,1336,713,981,63.04,91.45,68,103,9.50%,0.895,0.99,1312,1790,1025,1349,726,991,68,105,636,916,246,333,40,56,96,94,0.6,3.4,4,11.6,0.15,2.4994,0.1,-0.79,-0.69,2,0,0,185,1.9,4.70%,12.4,15.8,116.8,6,"Lower body, Upper body",272,,UFA,"$4,000,000","$3,166,667",971,87,207,294,17,616,1351,20077,17.4,43.3,60.7,12.4
1987-05-15,St. Albert,AB,CAN,CAN,76,214,,,,L,2010,30,7,8474207,NICK.HOLDEN,Nick Holden,Holden,Nick,D,"NYR, BOS",73,4,13,7,17,0,0,0.23,-6,5.9,-5,-0.7,14,1862,83247,1387.5,1387.45,1387,19.01,31.75,26.60%,191,191,191,121,121,80,62,6,3,12,15,4.53,46.25,99.8,290.8,12.6,325,490,488,40.00%,136,136,126,10,41,39,26,83,7.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,5,35,1,0,36,6,2,0,35,7,5,7,7,0,4,4,0,-2,3.6,7,0,0,0,0,1150,1447,871,1108,648,817,61.88,70.33,64,73,9.90%,0.911,1.009,1157,1447,880,1107,654,817,64,73,627,718,255,286,36,28,70,92,0.5,2.7,3.2,13.3,0.18,0.5882,0.58,0.02,0.6,,,,233,23.1,3.70%,15.6,17.7,112.3,,,,,UFA,"$1,800,000","$1,650,000",374,36,76,112,9,123,430,7488,6.9,15.9,22.8,15.6
1997-08-13,Mississauga,ON,CAN,CAN,73,196,2015,3,63,L,2017,20,1,8478476,KYLE.CAPOBIANCO,Kyle Capobianco,Capobianco,Kyle,D,ARI,1,0,0,0,0,27,65,0,0,0,-1,-0.9,0,21,813,13.6,13.55,14,13.55,22.61,0.00%,1,1,1,1,1,0,0,0,0,0,0,0.01,0,0,1,4.4,4,5,5,44.40%,3,3,0,3,1,1,1,1,6.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,10,17,7,15,4,12,0.46,1.55,1,2,25.00%,0.833,1.083,9,17,6,15,4,12,1,2,5,13,3,4,1,1,0,0,0,0,-0.1,-0.5,-0.45,0,0,0,0,,,,4,0,0.00%,0,0,119.6,,,,,RFA,"$742,500","$745,000",1,0,0,0,-1,0,0,14,0,0,-0.1,0
1990-12-18,Ornskoldsvik,,SWE,SWE,78,223,2009,1,2,L,2009,27,9,8475167,VICTOR.HEDMAN,Victor Hedman,Hedman,Victor,D,TBL,77,17,46,23,63,5,37,0.82,20.8,22,32,4.4,54,2117,119430,1990.5,1990.5,1991,25.85,42.61,48.50%,469,439,469,312,312,216,171,24,7,23,30,13.34,47.3519,331.7,800.7,24.1,851,663,716,54.30%,139,138,88,50,96,67,46,110,7.10%,1,1,50.00%,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,4,1,1,0,11,0,2,17,77,7,0,68,30,2,0,109,27,15,28,28,0,15,15,0,-12,-5.1,27,0,0,0,0,2106,1861,1590,1439,1125,1069,108.93,88.83,130,93,11.60%,0.913,1.029,2106,1859,1591,1437,1124,1067,130,92,1067,922,384,323,69,43,125,140,5.7,5.2,11,71.3,0.93,6.6425,0.04,0.14,0.18,,,,303,6.9,6.60%,57.6,62,119.6,4,Lower body,195,,UFA,"$8,000,000","$7,875,000",626,82,282,364,65,485,1196,14355,31.5,32.3,63.9,57.6
1988-06-09,Dorval,QC,CAN,CAN,73,195,2008,7,186,R,2009,29,9,8474218,JASON.DEMERS,Jason Demers,Demers,Jason,D,ARI,69,6,14,7,20,10,45,0.29,-3.4,7.2,-4,3.4,37,1959,87503,1458.4,1458.13,1458,21.14,35.04,33.90%,224,225,225,147,147,95,78,15,5,17,22,4.86,50.2421,139,363,14.9,482,476,636,43.10%,66,66,70,-4,52,36,20,79,6.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,5,0,1,2,49,3,0,43,3,3,0,43,16,2,17,16,1,3,3,0,-14,-2.1,15,1,0,0,0,1356,1391,982,1088,709,734,57.43,70.08,59,75,8.30%,0.898,0.981,1359,1387,983,1085,709,732,60,75,660,655,271,294,32,45,97,91,0.9,3.4,4.3,24.9,0.36,1.3479,-0.13,-0.07,-0.2,,,,183,5.7,3.60%,16.3,19.6,113,14,Upper body,675,NTC,UFA,"$5,400,000","$4,500,000",573,43,148,191,21,344,748,10970,12.4,25,37.4,16.3
1983-09-27,Edmonton,AB,CAN,CAN,76,206,2002,1,3,L,2002,34,15,8470151,JAY.BOUWMEESTER,Jay Bouwmeester,Bouwmeester,Jay,D,STL,35,2,5,2,7,19,63,0.2,-5.8,2.4,5,-4.6,16,852,42287,704.8,704.78,705,20.14,33.69,26.90%,101,101,101,66,66,45,23,3,0,4,4,1.69,61.3333,46.1,147.1,12.5,170,250,280,37.80%,29,29,54,-25,21,14,5,58,10.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,20,1,0,18,1,0,0,25,8,1,8,8,0,1,1,0,-7,-2.2,8,0,0,0,0,582,698,444,506,334,378,21.35,31.36,26,30,7.80%,0.921,0.998,582,699,443,507,333,379,26,30,260,364,82,123,13,18,48,51,0,2,2.1,9.8,0.28,0.5185,-0.37,-0.03,-0.4,,,,103,4.3,2.10%,5.4,6.6,109,13,"Hip, Undisclosed",788,NMC,UFA,"$5,400,000","$5,400,000",1106,84,314,398,-20,575,1859,27088,20.1,57.1,77.2,5.4
1995-07-17,Windsor,ON,CAN,CAN,70,180,,,,L,2017,22,1,8477634,TREVOR.MURPHY,Trevor Murphy,Murphy,Trevor,D,ARI,8,1,2,0,3,24,62,0.38,0,1.1,5,-2.9,0,162,6833,113.9,113.88,114,14.24,24.15,50.00%,14,14,14,9,9,5,4,0,0,1,1,0.22,56.4,0,14,7.4,47,40,27,63.50%,6,6,13,-7,4,3,3,9,8.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,1,0,0,0,0,1,0,0,0,1,1,0,1,1.5,0,0,0,0,0,95,126,75,104,52,75,4,6.42,6,1,11.50%,0.987,1.102,94,126,74,104,52,75,6,1,43,63,15,27,3,1,1,6,0.3,0.7,1,1.9,0.24,0.1357,0.01,-0.05,-0.05,,,,15,0,5.00%,3,3.3,116.4,,,,,RFA,"$690,000","$640,000",8,1,2,3,5,0,5,114,0.3,0.7,1,3
1993-03-26,Toronto,ON,CAN,CAN,72,205,2011,5,150,R,2012,24,6,8476302,FRANK.CORRADO,Frank Corrado,Corrado,Frank,D,PIT,5,0,0,0,0,30,98,0,-0.6,0,-1,1.2,2,89,3450,57.5,57.5,58,11.5,19.43,0.00%,11,11,11,9,9,6,2,0,0,0,0,0.18,46.5,0,11,11.5,26,13,19,57.80%,5,5,8,-3,3,1,2,6,16.20%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,3,1,0,1,1,0,0,0,0,-1,-0.7,1,0,0,0,0,48,50,39,31,28,18,2.23,1.39,0,1,0.00%,0.944,0.944,48,50,39,31,28,18,0,1,25,22,8,7,0,0,8,3,-0.1,0,0,0.4,0.07,0.0002,0,0,0,,,,13,7,0.00%,-0.2,-0.1,102.3,,,,,RFA,"$650,000","$650,000",76,3,5,8,-24,40,87,1068,-0.1,0.4,0.3,-0.2
1993-07-06,Massapequa,NY,USA,USA,76,215,2011,5,151,L,2016,24,2,8476303,ROB.O'GARA,Rob O'Gara,O'Gara,Rob,D,"BOS, NYR",30,0,3,2,3,0,0,0.1,3,0.9,-7,-7.2,6,646,27923,465.4,465.38,466,15.51,26.25,18.80%,61,61,61,35,35,21,22,4,1,6,7,0.98,56.2381,45,106,13.7,125,160,153,45.00%,42,42,29,13,14,7,4,44,9.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,2,0,6,7,0,0,6,3,4,4,4,0,6,6,0,1,2.9,3,0,0,0,0,366,536,282,405,197,298,16.48,26.6,16,28,8.10%,0.906,0.987,362,536,280,405,199,298,16,28,193,277,85,113,12,17,24,29,-0.3,0.5,0.2,0.4,0.01,0.0135,0.04,-0.47,-0.43,,,,92,15.3,0.00%,2.4,3.6,116.3,,,,,RFA,"$925,000","$925,000",33,0,3,3,-6,6,23,513,-0.3,0.7,0.4,2.4
1991-10-07,Hinsdale,IL,USA,CAN,75,213,2011,6,160,R,2014,26,4,8476312,JOSH.MANSON,Josh Manson,Manson,Josh,D,ANA,80,7,30,13,37,6,32,0.46,21.5,12.3,34,-2.7,62,1907,97697,1628.3,1628.62,1628,20.35,33.8,47.40%,223,223,223,170,170,117,68,17,11,10,21,7.17,50.1709,232.6,455.6,16.8,393,551,719,35.30%,180,180,117,63,53,60,48,99,7.20%,0,1,0.00%,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,1,1,0,0,0,3,0,1,6,46,7,1,33,11,4,0,61,25,10,24,21,3,13,10,3,-15,-4.7,21,4,0,0,0,1409,1686,1087,1283,778,920,72.73,87.13,78,65,10.00%,0.929,1.03,1406,1685,1082,1282,774,920,77,65,717,885,294,343,54,42,112,92,2.5,6.1,8.6,39.9,0.5,2.5429,0.13,0.03,0.15,1,0,0,345,10.9,3.20%,30.8,36.1,114,4,Upper body,195,,UFA,"$825,000","$825,000",261,17,55,72,60,249,319,5005,3.3,16.2,19.6,30.8
